transaction_id,items,basket_size
1617,"['finished_products', 'seasonal_products']",2
1618,"['whole_milk', 'pastry']",2
1620,"['whole_milk', 'zwieback', 'salty_snack']",3
1623,"['uht-milk', 'artif._sweetener', 'bottled_water']",3
1624,"['tropical_fruit', 'ice_cream', 'frozen_dessert', 'candy']",4
1629,"['frozen_meals', 'ice_cream']",2
1633,"['frankfurter', 'dessert']",2
1634,"['instant_food_products', 'canned_vegetables', 'salty_snack']",3
1635,"['frozen_vegetables', 'margarine', 'cleaner']",3
1637,"['citrus_fruit', 'whole_milk', 'semi-finished_bread']",3
1642,"['citrus_fruit', 'yogurt', 'fruit/vegetable_juice', 'napkins']",4
1644,"['rolls/buns', 'prosecco', 'salty_snack']",3
1645,"['other_vegetables', 'whole_milk', 'butter_milk', 'specialty_cheese']",4
1647,"['oil', 'fruit/vegetable_juice', 'dishes']",3
1648,"['frankfurter', 'rolls/buns']",2
1649,"['tropical_fruit', 'yogurt', 'coffee', 'newspapers']",4
1650,"['soda', 'chocolate_marshmallow']",2
1656,"['bottled_water', 'soda', 'salty_snack']",3
1659,"['yogurt', 'artif._sweetener']",2
1660,"['rolls/buns', 'soda']",2
1662,"['frozen_meals', 'rolls/buns', 'brown_bread']",3
1663,"['other_vegetables', 'rolls/buns', 'bottled_water', 'skin_care']",4
1665,"['rolls/buns', 'brown_bread']",2
1667,"['coffee', 'soda']",2
1669,"['frankfurter', 'chicken', 'ice_cream', 'rolls/buns']",4
1670,"['yogurt', 'uht-milk', 'rolls/buns', 'brown_bread']",4
1671,"['frozen_fish', 'rolls/buns', 'pastry']",3
1672,"['frankfurter', 'soft_cheese', 'rolls/buns']",3
1673,"['frankfurter', 'rolls/buns', 'chewing_gum']",3
1675,"['whole_milk', 'whipped/sour_cream', 'pastry', 'bottled_water']",4
1676,"['herbs', 'other_vegetables']",2
1677,"['frankfurter', 'rolls/buns']",2
1678,"['other_vegetables', 'frozen_fish', 'newspapers']",3
1679,"['bottled_water', 'misc._beverages']",2
1681,"['bottled_water', 'misc._beverages', 'cooking_chocolate']",3
1684,"['root_vegetables', 'rolls/buns', 'pastry']",3
1687,"['misc._beverages', 'fruit/vegetable_juice']",2
1688,"['beverages', 'long_life_bakery_product']",2
1689,"['chicken', 'root_vegetables', 'yogurt']",3
1693,"['yogurt', 'salty_snack', 'napkins']",3
1694,"['whole_milk', 'frozen_fish', 'pastry']",3
1699,"['pip_fruit', 'whole_milk', 'soda']",3
1700,"['fish', 'citrus_fruit']",2
1703,"['whole_milk', 'butter', 'yogurt', 'rolls/buns']",4
1706,"['ice_cream', 'newspapers']",2
1707,"['pet_care', 'bottled_water']",2
1708,"['rolls/buns', 'white_bread']",2
1711,"['yogurt', 'beverages']",2
1712,"['liver_loaf', 'whole_milk', 'mustard', 'shopping_bags']",4
1713,"['tropical_fruit', 'rolls/buns', 'mustard']",3
1714,"['margarine', 'fruit/vegetable_juice']",2
1715,"['whole_milk', 'rolls/buns', 'coffee', 'fruit/vegetable_juice']",4
1717,"['butter', 'mayonnaise', 'instant_coffee']",3
1720,"['grapes', 'salty_snack', 'specialty_bar', 'candy']",4
1721,"['other_vegetables', 'sweet_spreads']",2
1724,"['semi-finished_bread', 'bottled_water']",2
1725,"['coffee', 'flower_(seeds)']",2
1726,"['rolls/buns', 'pastry', 'napkins', 'newspapers']",4
1728,"['other_vegetables', 'white_bread', 'pastry', 'shopping_bags']",4
1729,"['chicken', 'butter', 'white_bread']",3
1732,"['root_vegetables', 'whole_milk']",2
1735,"['citrus_fruit', 'other_vegetables', 'frozen_vegetables', 'sugar']",4
1736,"['uht-milk', 'brown_bread']",2
1739,"['frankfurter', 'white_bread', 'margarine']",3
1740,"['frozen_meals', 'cleaner']",2
1741,"['beef', 'other_vegetables']",2
1742,"['dessert', 'nut_snack', 'specialty_chocolate']",3
1743,"['root_vegetables', 'other_vegetables']",2
1746,"['whole_milk', 'soft_cheese', 'rolls/buns', 'brown_bread']",4
1748,"['tropical_fruit', 'pip_fruit']",2
1749,"['other_vegetables', 'yogurt', 'chocolate']",3
1750,"['meat', 'rolls/buns', 'pastry']",3
1751,"['root_vegetables', 'other_vegetables', 'canned_vegetables', 'shopping_bags']",4
1752,"['rolls/buns', 'coffee']",2
1753,"['rolls/buns', 'coffee', 'bottled_water']",3
1754,"['uht-milk', 'baking_powder']",2
1755,"['whole_milk', 'butter_milk', 'specialty_bar']",3
1756,"['citrus_fruit', 'root_vegetables', 'onions', 'other_vegetables']",4
1758,"['popcorn', 'specialty_bar', 'candy']",3
1761,"['whole_milk', 'dessert', 'oil']",3
1763,"['butter', 'yogurt', 'rolls/buns', 'soda']",4
1764,"['rolls/buns', 'long_life_bakery_product', 'candy', 'shopping_bags']",4
1765,"['rolls/buns', 'soda', 'fruit/vegetable_juice']",3
1766,"['citrus_fruit', 'dessert', 'newspapers']",3
1769,"['frozen_meals', 'soda']",2
1772,"['root_vegetables', 'other_vegetables', 'whole_milk']",3
1774,"['whole_milk', 'curd', 'yogurt', 'margarine']",4
1775,"['whole_milk', 'domestic_eggs', 'newspapers']",3
1776,"['baking_powder', 'coffee', 'photo/film']",3
1777,"['yogurt', 'fruit/vegetable_juice', 'dishes']",3
1778,"['root_vegetables', 'onions', 'whole_milk', 'bottled_water']",4
1779,"['other_vegetables', 'yogurt']",2
1780,"['other_vegetables', 'whipped/sour_cream']",2
1781,"['frozen_vegetables', 'margarine', 'pickled_vegetables']",3
1784,"['coffee', 'pot_plants']",2
1785,"['pip_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4
1787,"['yogurt', 'rolls/buns']",2
1788,"['beverages', 'soda']",2
1789,"['pastry', 'soda']",2
1790,"['pip_fruit', 'other_vegetables', 'whole_milk']",3
1791,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'pot_plants']",4
1793,"['other_vegetables', 'whole_milk', 'yogurt', 'bottled_water']",4
1794,"['oil', 'bottled_water', 'long_life_bakery_product']",3
1796,"['frankfurter', 'meat']",2
1798,"['whole_milk', 'rolls/buns', 'semi-finished_bread']",3
1799,"['whole_milk', 'rolls/buns', 'coffee']",3
1800,"['pip_fruit', 'pasta', 'oil', 'shopping_bags']",4
1801,"['coffee', 'soda']",2
1802,"['nuts/prunes', 'rolls/buns']",2
1804,"['whole_milk', 'bottled_water']",2
1805,"['abrasive_cleaner', 'napkins']",2
1807,"['other_vegetables', 'spices', 'coffee']",3
1810,"['whole_milk', 'rolls/buns', 'spices', 'bottled_water']",4
1811,"['citrus_fruit', 'candy']",2
1814,"['butter', 'soups']",2
1815,"['root_vegetables', 'butter', 'margarine']",3
1821,"['frankfurter', 'rolls/buns']",2
1823,"['whole_milk', 'flour', 'margarine', 'sugar']",4
1824,"['other_vegetables', 'chewing_gum']",2
1825,"['whole_milk', 'curd_cheese']",2
1829,"['rolls/buns', 'baking_powder', 'soda']",3
1830,"['specialty_chocolate', 'light_bulbs']",2
1831,"['frankfurter', 'soda']",2
1832,"['whole_milk', 'waffles', 'napkins']",3
1833,"['pip_fruit', 'chewing_gum']",2
1834,"['tropical_fruit', 'shopping_bags']",2
1835,"['other_vegetables', 'rolls/buns', 'brown_bread']",3
1837,"['rolls/buns', 'chewing_gum']",2
1838,"['margarine', 'soda']",2
1840,"['whole_milk', 'butter', 'newspapers']",3
1842,"['white_bread', 'long_life_bakery_product', 'shopping_bags']",3
1843,"['sliced_cheese', 'hard_cheese']",2
1844,"['yogurt', 'popcorn', 'cleaner', 'newspapers']",4
1847,"['butter_milk', 'pastry']",2
1849,"['citrus_fruit', 'domestic_eggs']",2
1853,"['yogurt', 'coffee']",2
1856,"['coffee', 'soda', 'waffles']",3
1857,"['whole_milk', 'white_bread', 'long_life_bakery_product']",3
1858,"['whole_milk', 'semi-finished_bread']",2
1860,"['specialty_cheese', 'frozen_meals', 'soda', 'shopping_bags']",4
1861,"['whole_milk', 'long_life_bakery_product', 'chocolate']",3
1862,"['pastry', 'pot_plants']",2
1863,"['frozen_dessert', 'bottled_water']",2
1864,"['whole_milk', 'curd', 'rolls/buns']",3
1865,"['finished_products', 'bottled_water', 'specialty_bar', 'newspapers']",4
1868,"['whole_milk', 'fruit/vegetable_juice', 'newspapers']",3
1869,"['whole_milk', 'cream_cheese', 'salty_snack']",3
1870,"['tropical_fruit', 'other_vegetables']",2
1872,"['beef', 'root_vegetables', 'jam', 'toilet_cleaner']",4
1873,"['uht-milk', 'newspapers']",2
1875,"['domestic_eggs', 'rolls/buns']",2
1876,"['beef', 'citrus_fruit', 'butter', 'fruit/vegetable_juice']",4
1882,"['bottled_water', 'misc._beverages']",2
1883,"['soda', 'candy']",2
1884,"['chicken', 'pip_fruit', 'frozen_vegetables']",3
1885,"['beverages', 'cream_cheese', 'rolls/buns', 'candy']",4
1888,"['root_vegetables', 'other_vegetables', 'whole_milk', 'margarine']",4
1890,"['seasonal_products', 'shopping_bags']",2
1891,"['pet_care', 'waffles']",2
1895,"['tropical_fruit', 'rolls/buns']",2
1897,"['beef', 'salty_snack']",2
1899,"['curd', 'yogurt', 'whipped/sour_cream', 'ice_cream']",4
1901,"['curd_cheese', 'rolls/buns', 'cake_bar']",3
1904,"['onions', 'whole_milk']",2
1906,"['soda', 'specialty_bar']",2
1908,"['tropical_fruit', 'chewing_gum', 'specialty_chocolate', 'chocolate_marshmallow']",4
1909,"['beverages', 'frozen_meals', 'specialty_bar', 'candy']",4
1910,"['other_vegetables', 'canned_fish', 'soda', 'shopping_bags']",4
1911,"['yogurt', 'bottled_water']",2
1914,"['other_vegetables', 'whole_milk', 'fruit/vegetable_juice', 'chocolate']",4
1917,"['rolls/buns', 'candy']",2
1920,"['whole_milk', 'pastry', 'newspapers']",3
1921,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'shopping_bags']",4
1922,"['whole_milk', 'dessert', 'brown_bread', 'specialty_bar']",4
1923,"['finished_products', 'frozen_meals', 'chocolate', 'shopping_bags']",4
1924,"['whole_milk', 'rolls/buns']",2
1926,"['bottled_water', 'soda']",2
1928,"['frozen_meals', 'specialty_bar']",2
1929,"['whole_milk', 'whipped/sour_cream']",2
1931,"['berries', 'whipped/sour_cream', 'cake_bar']",3
1933,"['berries', 'fruit/vegetable_juice', 'waffles', 'specialty_bar']",4
1935,"['whole_milk', 'yogurt', 'bottled_water']",3
1936,"['other_vegetables', 'whole_milk', 'brown_bread']",3
1937,"['pastry', 'bottled_water', 'newspapers']",3
1939,"['beef', 'onions', 'whole_milk', 'napkins']",4
1941,"['other_vegetables', 'butter_milk']",2
1942,"['whole_milk', 'cocoa_drinks']",2
1943,"['root_vegetables', 'other_vegetables', 'rolls/buns', 'light_bulbs']",4
1944,"['newspapers', 'flower_soil/fertilizer']",2
1946,"['root_vegetables', 'other_vegetables']",2
1948,"['frankfurter', 'soda', 'newspapers']",3
1950,"['citrus_fruit', 'whole_milk']",2
1951,"['whole_milk', 'curd', 'baking_powder']",3
1955,"['other_vegetables', 'curd']",2
1957,"['tropical_fruit', 'grapes']",2
1958,"['rolls/buns', 'white_bread', 'coffee']",3
1959,"['whole_milk', 'butter', 'soft_cheese']",3
1960,"['root_vegetables', 'onions', 'other_vegetables']",3
1961,"['rolls/buns', 'brown_bread', 'soda']",3
1964,"['cat_food', 'newspapers', 'shopping_bags']",3
1965,"['soda', 'cling_film/bags', 'house_keeping_products']",3
1966,"['other_vegetables', 'salt', 'sweet_spreads']",3
1967,"['hygiene_articles', 'house_keeping_products']",2
1968,"['uht-milk', 'rolls/buns']",2
1969,"['frankfurter', 'rolls/buns', 'dishes', 'shopping_bags']",4
1971,"['pickled_vegetables', 'bottled_water', 'fruit/vegetable_juice', 'newspapers']",4
1972,"['dessert', 'cat_food', 'newspapers']",3
1974,"['citrus_fruit', 'baking_powder', 'sweet_spreads', 'nut_snack']",4
1975,"['rolls/buns', 'pastry']",2
1976,"['cream_cheese', 'fruit/vegetable_juice']",2
1978,"['beef', 'citrus_fruit', 'root_vegetables', 'specialty_chocolate']",4
1979,"['whole_milk', 'rolls/buns']",2
1980,"['bottled_water', 'soda']",2
1984,"['citrus_fruit', 'curd', 'semi-finished_bread', 'mustard']",4
1985,"['fruit/vegetable_juice', 'seasonal_products']",2
1986,"['whole_milk', 'domestic_eggs', 'oil']",3
1987,"['long_life_bakery_product', 'candy']",2
1988,"['soda', 'chocolate']",2
1989,"['frankfurter', 'whipped/sour_cream', 'coffee']",3
1990,"['hard_cheese', 'pastry']",2
1992,"['pip_fruit', 'coffee']",2
1993,"['tropical_fruit', 'pip_fruit', 'grapes', 'whole_milk']",4
1994,"['finished_products', 'cat_food', 'shopping_bags']",3
1997,"['tropical_fruit', 'root_vegetables', 'rolls/buns', 'newspapers']",4
1998,"['whole_milk', 'curd', 'whipped/sour_cream']",3
1999,"['citrus_fruit', 'tropical_fruit']",2
2004,"['herbs', 'whole_milk', 'pastry']",3
2005,"['frankfurter', 'chocolate']",2
2007,"['white_bread', 'brown_bread']",2
2009,"['yogurt', 'canned_vegetables', 'pot_plants']",3
2011,"['whole_milk', 'sugar', 'cling_film/bags']",3
2012,"['salt', 'candy']",2
2013,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4
2016,"['whole_milk', 'hard_cheese', 'sugar']",3
2018,"['soda', 'detergent']",2
2019,"['yogurt', 'margarine', 'newspapers']",3
2020,"['butter', 'curd']",2
2022,"['salty_snack', 'dental_care']",2
2023,"['whole_milk', 'instant_coffee', 'soda']",3
2024,"['mayonnaise', 'candy', 'newspapers']",3
2025,"['whipped/sour_cream', 'domestic_eggs', 'candles']",3
2027,"['beverages', 'misc._beverages']",2
2028,"['yogurt', 'bottled_water']",2
2030,"['salty_snack', 'candy']",2
2032,"['citrus_fruit', 'other_vegetables']",2
2033,"['tropical_fruit', 'fruit/vegetable_juice', 'candy']",3
2035,"['whole_milk', 'whipped/sour_cream', 'pudding_powder']",3
2037,"['tropical_fruit', 'ice_cream', 'frozen_dessert']",3
2038,"['tropical_fruit', 'packaged_fruit/vegetables']",2
2040,"['other_vegetables', 'uht-milk', 'cream']",3
2042,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4
2044,"['tropical_fruit', 'butter_milk', 'baking_powder']",3
2045,"['yogurt', 'pastry']",2
2046,"['tropical_fruit', 'yogurt', 'cream_cheese']",3
2047,"['uht-milk', 'brown_bread', 'newspapers']",3
2049,"['pastry', 'soda']",2
2052,"['whipped/sour_cream', 'rolls/buns']",2
2053,"['soda', 'long_life_bakery_product']",2
2054,"['whole_milk', 'beverages', 'bottled_water', 'newspapers']",4
2055,"['yogurt', 'soda', 'waffles']",3
2056,"['yogurt', 'processed_cheese', 'frozen_vegetables', 'rolls/buns']",4
2058,"['condensed_milk', 'rolls/buns', 'sugar', 'coffee']",4
2061,"['whole_milk', 'photo/film']",2
2062,"['rolls/buns', 'soda']",2
2063,"['pip_fruit', 'rolls/buns']",2
2064,"['tropical_fruit', 'brown_bread']",2
2065,"['citrus_fruit', 'dessert', 'photo/film']",3
2066,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'margarine']",4
2067,"['seasonal_products', 'photo/film']",2
2070,"['rolls/buns', 'bottled_water', 'soda']",3
2071,"['whole_milk', 'yogurt']",2
2072,"['pip_fruit', 'beverages', 'pastry', 'hygiene_articles']",4
2073,"['yogurt', 'bottled_water']",2
2074,"['yogurt', 'cream_cheese', 'rolls/buns']",3
2075,"['citrus_fruit', 'yogurt', 'hygiene_articles']",3
2076,"['uht-milk', 'condensed_milk', 'coffee', 'cling_film/bags']",4
2077,"['pip_fruit', 'cream_cheese', 'cookware']",3
2080,"['root_vegetables', 'whipped/sour_cream', 'oil', 'pet_care']",4
2082,"['other_vegetables', 'cake_bar']",2
2083,"['whole_milk', 'shopping_bags']",2
2084,"['bottled_water', 'soda']",2
2085,"['frozen_meals', 'canned_fruit']",2
2088,"['pip_fruit', 'yogurt']",2
2089,"['rolls/buns', 'shopping_bags']",2
2091,"['whipped/sour_cream', 'pastry', 'bottled_water']",3
2092,"['long_life_bakery_product', 'house_keeping_products']",2
2093,"['tropical_fruit', 'brown_bread', 'pastry']",3
2094,"['whole_milk', 'coffee']",2
2097,"['beverages', 'sauces', 'sweet_spreads', 'pot_plants']",4
2098,"['cream_cheese', 'rolls/buns']",2
2099,"['frozen_vegetables', 'frozen_meals']",2
2100,"['root_vegetables', 'other_vegetables', 'yogurt', 'flower_(seeds)']",4
2104,"['citrus_fruit', 'curd', 'uht-milk']",3
2105,"['rolls/buns', 'instant_food_products']",2
2106,"['frozen_vegetables', 'bottled_water']",2
2107,"['whole_milk', 'fruit/vegetable_juice']",2
2108,"['other_vegetables', 'soft_cheese']",2
2110,"['whole_milk', 'rolls/buns', 'chewing_gum']",3
2111,"['beverages', 'chocolate']",2
2113,"['finished_products', 'candy']",2
2114,"['specialty_chocolate', 'photo/film']",2
2115,"['skin_care', 'napkins']",2
2116,"['condensed_milk', 'rolls/buns']",2
2117,"['hard_cheese', 'instant_food_products']",2
2119,"['whole_milk', 'butter', 'cat_food']",3
2120,"['frankfurter', 'rolls/buns']",2
2121,"['yogurt', 'fruit/vegetable_juice']",2
2122,"['soda', 'long_life_bakery_product']",2
2123,"['pip_fruit', 'butter_milk', 'soda']",3
2124,"['pip_fruit', 'soda', 'chewing_gum']",3
2125,"['dessert', 'waffles']",2
2126,"['whole_milk', 'rolls/buns', 'pastry', 'newspapers']",4
2127,"['frankfurter', 'whole_milk', 'rolls/buns', 'salt']",4
2129,"['whole_milk', 'pastry']",2
2130,"['rolls/buns', 'dishes']",2
2132,"['soups', 'canned_vegetables', 'chocolate']",3
2133,"['rolls/buns', 'pastry', 'sugar']",3
2134,"['curd', 'soda', 'cake_bar']",3
2135,"['rolls/buns', 'coffee']",2
2136,"['frankfurter', 'whole_milk', 'butter', 'dessert']",4
2139,"['meat', 'frozen_meals', 'fruit/vegetable_juice']",3
2140,"['turkey', 'tropical_fruit', 'yogurt', 'rolls/buns']",4
2142,"['citrus_fruit', 'specialty_fat']",2
2145,"['whipped/sour_cream', 'frozen_vegetables', 'frozen_meals']",3
2146,"['rolls/buns', 'brown_bread']",2
2147,"['spread_cheese', 'white_bread', 'newspapers']",3
2148,"['root_vegetables', 'soft_cheese']",2
2149,"['frankfurter', 'butter', 'brown_bread']",3
2151,"['curd', 'yogurt']",2
2152,"['pip_fruit', 'soda']",2
2153,"['instant_coffee', 'photo/film']",2
2155,"['curd', 'uht-milk', 'bottled_water']",3
2156,"['rolls/buns', 'soda', 'chewing_gum']",3
2157,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'pastry']",4
2159,"['tropical_fruit', 'brown_bread', 'specialty_bar']",3
2160,"['dessert', 'brown_bread']",2
2162,"['citrus_fruit', 'misc._beverages']",2
2165,"['whole_milk', 'rolls/buns', 'syrup']",3
2169,"['whole_milk', 'processed_cheese', 'spread_cheese', 'rolls/buns']",4
2170,"['frozen_meals', 'white_bread', 'fruit/vegetable_juice']",3
2171,"['dessert', 'yogurt', 'cat_food', 'napkins']",4
2172,"['rolls/buns', 'sugar', 'coffee', 'soda']",4
2173,"['butter', 'napkins']",2
2174,"['chicken', 'fruit/vegetable_juice', 'long_life_bakery_product']",3
2176,"['rolls/buns', 'soda', 'snack_products']",3
2177,"['rolls/buns', 'pastry', 'coffee']",3
2178,"['pasta', 'sauces']",2
2179,"['waffles', 'chocolate', 'specialty_chocolate']",3
2180,"['pasta', 'specialty_chocolate', 'dishes']",3
2184,"['yogurt', 'frozen_dessert']",2
2185,"['whole_milk', 'coffee', 'cooking_chocolate', 'newspapers']",4
2186,"['tropical_fruit', 'yogurt', 'beverages']",3
2187,"['yogurt', 'sugar', 'shopping_bags']",3
2188,"['meat', 'whole_milk', 'rolls/buns']",3
2189,"['soda', 'bathroom_cleaner']",2
2190,"['whole_milk', 'frozen_vegetables']",2
2192,"['specialty_bar', 'house_keeping_products']",2
2193,"['berries', 'yogurt', 'whipped/sour_cream']",3
2194,"['dessert', 'soda']",2
2196,"['whole_milk', 'dessert', 'coffee', 'bottled_water']",4
2197,"['other_vegetables', 'rolls/buns', 'hair_spray']",3
2200,"['misc._beverages', 'napkins']",2
2202,"['whipped/sour_cream', 'margarine', 'long_life_bakery_product']",3
2203,"['tropical_fruit', 'whipped/sour_cream', 'jam']",3
2204,"['citrus_fruit', 'pip_fruit']",2
2205,"['waffles', 'specialty_bar']",2
2208,"['pip_fruit', 'whipped/sour_cream']",2
2210,"['margarine', 'candy']",2
2211,"['whole_milk', 'rolls/buns', 'salt']",3
2213,"['whole_milk', 'soft_cheese', 'sliced_cheese']",3
2214,"['rolls/buns', 'meat_spreads']",2
2217,"['meat', 'other_vegetables']",2
2219,"['pastry', 'long_life_bakery_product']",2
2221,"['rolls/buns', 'brown_bread']",2
2222,"['frankfurter', 'whole_milk', 'rolls/buns', 'newspapers']",4
2223,"['frozen_fruits', 'soda', 'specialty_bar']",3
2224,"['hard_cheese', 'pasta', 'soda', 'waffles']",4
2225,"['dessert', 'yogurt']",2
2227,"['other_vegetables', 'condensed_milk', 'soda']",3
2228,"['yogurt', 'rolls/buns']",2
2229,"['packaged_fruit/vegetables', 'pastry']",2
2231,"['cat_food', 'misc._beverages', 'female_sanitary_products']",3
2232,"['root_vegetables', 'herbs', 'other_vegetables']",3
2233,"['tropical_fruit', 'rolls/buns', 'misc._beverages']",3
2234,"['whole_milk', 'white_bread']",2
2236,"['whole_milk', 'butter', 'sugar']",3
2237,"['whole_milk', 'bottled_water', 'soda', 'chewing_gum']",4
2240,"['root_vegetables', 'dog_food', 'bottled_water']",3
2241,"['tropical_fruit', 'seasonal_products']",2
2244,"['whole_milk', 'butter', 'soda', 'chocolate']",4
2245,"['soda', 'waffles']",2
2247,"['beverages', 'photo/film']",2
2248,"['hygiene_articles', 'photo/film']",2
2250,"['pastry', 'bottled_water', 'specialty_chocolate']",3
2251,"['rolls/buns', 'pickled_vegetables']",2
2253,"['instant_coffee', 'long_life_bakery_product']",2
2254,"['liver_loaf', 'tropical_fruit', 'other_vegetables']",3
2258,"['root_vegetables', 'whole_milk', 'hard_cheese', 'specialty_cheese']",4
2259,"['waffles', 'specialty_chocolate']",2
2261,"['soda', 'specialty_bar']",2
2263,"['whole_milk', 'margarine', 'soda']",3
2264,"['whole_milk', 'domestic_eggs', 'rolls/buns', 'fruit/vegetable_juice']",4
2265,"['whole_milk', 'brown_bread']",2
2270,"['whole_milk', 'frozen_meals', 'bottled_water']",3
2273,"['citrus_fruit', 'root_vegetables', 'frozen_vegetables', 'chewing_gum']",4
2274,"['dish_cleaner', 'shopping_bags']",2
2276,"['rolls/buns', 'soda']",2
2277,"['beverages', 'rolls/buns', 'soda', 'seasonal_products']",4
2279,"['whole_milk', 'newspapers']",2
2281,"['meat', 'curd', 'whipped/sour_cream', 'roll_products']",4
2283,"['soda', 'chewing_gum']",2
2285,"['chicken', 'candy']",2
2286,"['other_vegetables', 'rolls/buns']",2
2289,"['ice_cream', 'rolls/buns', 'chocolate']",3
2292,"['fish', 'specialty_chocolate']",2
2293,"['tropical_fruit', 'whole_milk', 'butter', 'syrup']",4
2294,"['uht-milk', 'canned_fish']",2
2296,"['frozen_meals', 'soda', 'specialty_chocolate']",3
2297,"['berries', 'brown_bread']",2
2298,"['yogurt', 'beverages', 'soda', 'shopping_bags']",4
2300,"['brown_bread', 'seasonal_products']",2
2301,"['domestic_eggs', 'waffles', 'napkins']",3
2302,"['rolls/buns', 'white_bread']",2
2303,"['pip_fruit', 'bottled_water']",2
2305,"['whole_milk', 'fruit/vegetable_juice', 'chewing_gum', 'shopping_bags']",4
2306,"['onions', 'whole_milk']",2
2307,"['other_vegetables', 'whole_milk']",2
2308,"['other_vegetables', 'cream_cheese']",2
2309,"['fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",3
2311,"['other_vegetables', 'whole_milk', 'dessert', 'chewing_gum']",4
2312,"['chocolate', 'specialty_chocolate']",2
2313,"['frankfurter', 'whole_milk', 'white_bread', 'brown_bread']",4
2316,"['root_vegetables', 'herbs']",2
2319,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'chewing_gum']",4
2320,"['tropical_fruit', 'whole_milk', 'newspapers', 'shopping_bags']",4
2324,"['other_vegetables', 'semi-finished_bread']",2
2325,"['meat', 'other_vegetables', 'salty_snack']",3
2327,"['whole_milk', 'brown_bread']",2
2328,"['coffee', 'instant_coffee']",2
2329,"['rolls/buns', 'pastry']",2
2330,"['ice_cream', 'semi-finished_bread']",2
2331,"['liver_loaf', 'whole_milk', 'rolls/buns', 'soda']",4
2332,"['chewing_gum', 'seasonal_products']",2
2333,"['soda', 'salty_snack', 'cake_bar', 'candy']",4
2334,"['chicken', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4
2337,"['soft_cheese', 'ice_cream']",2
2338,"['whole_milk', 'white_bread', 'newspapers']",3
2341,"['pastry', 'instant_coffee']",2
2342,"['citrus_fruit', 'yogurt', 'whipped/sour_cream', 'shopping_bags']",4
2347,"['ice_cream', 'soda']",2
2348,"['root_vegetables', 'other_vegetables', 'white_bread', 'baking_powder']",4
2349,"['other_vegetables', 'fruit/vegetable_juice', 'salty_snack', 'napkins']",4
2350,"['coffee', 'tea']",2
2354,"['other_vegetables', 'coffee', 'soda', 'dental_care']",4
2355,"['misc._beverages', 'dishes']",2
2356,"['whole_milk', 'meat_spreads', 'fruit/vegetable_juice']",3
2357,"['chicken', 'yogurt', 'whipped/sour_cream']",3
2358,"['dessert', 'specialty_chocolate']",2
2359,"['pastry', 'margarine', 'coffee']",3
2360,"['onions', 'frozen_meals']",2
2364,"['pastry', 'soda']",2
2365,"['whole_milk', 'hard_cheese', 'rolls/buns', 'bottled_water']",4
2367,"['pip_fruit', 'whole_milk']",2
2368,"['instant_food_products', 'soda']",2
2372,"['meat', 'whole_milk', 'yogurt']",3
2373,"['whipped/sour_cream', 'frozen_vegetables']",2
2374,"['tropical_fruit', 'whipped/sour_cream', 'hygiene_articles']",3
2376,"['bottled_water', 'waffles', 'chocolate']",3
2377,"['beef', 'specialty_chocolate']",2
2379,"['frankfurter', 'rolls/buns']",2
2380,"['uht-milk', 'mustard']",2
2381,"['whole_milk', 'brown_bread']",2
2382,"['butter_milk', 'brown_bread']",2
2384,"['chicken', 'rolls/buns', 'bottled_water']",3
2385,"['whole_milk', 'cat_food']",2
2387,"['sliced_cheese', 'rolls/buns']",2
2388,"['butter_milk', 'yogurt']",2
2389,"['butter', 'yogurt']",2
2391,"['tropical_fruit', 'whole_milk', 'newspapers']",3
2392,"['softener', 'newspapers']",2
2393,"['rolls/buns', 'pastry', 'semi-finished_bread']",3
2394,"['tropical_fruit', 'whole_milk']",2
2397,"['other_vegetables', 'whole_milk', 'specialty_cheese']",3
2399,"['margarine', 'misc._beverages']",2
2401,"['salt', 'salty_snack']",2
2404,"['other_vegetables', 'whole_milk', 'salty_snack']",3
2406,"['frankfurter', 'processed_cheese', 'soda']",3
2408,"['frankfurter', 'beef', 'whole_milk']",3
2409,"['fish', 'uht-milk', 'cream_cheese', 'ice_cream']",4
2410,"['chewing_gum', 'specialty_bar']",2
2411,"['uht-milk', 'soda', 'detergent']",3
2414,"['meat', 'rolls/buns', 'misc._beverages']",3
2415,"['pip_fruit', 'rolls/buns', 'snack_products']",3
2416,"['other_vegetables', 'whole_milk', 'butter_milk', 'margarine']",4
2417,"['whole_milk', 'butter_milk', 'cream_cheese', 'coffee']",4
2418,"['yogurt', 'rolls/buns']",2
2419,"['pip_fruit', 'soda']",2
2420,"['whole_milk', 'domestic_eggs']",2
2422,"['bottled_water', 'newspapers']",2
2426,"['bottled_water', 'soda']",2
2428,"['citrus_fruit', 'curd', 'yogurt', 'newspapers']",4
